text,label
the set pieces feel increasingly obligatory tenuously stitched into the larger plot with thinner and thinner thread,0
while the actual event must have been heartstoppingly tense the film is without suspense and is cackhanded and mundane with a paintbynumbers voiceover from matthew goode,0
a real edgeofyourseat thrill,1
whats the holiday season without a turkey,0
even at his worst losey is never dull and here he is pretty consistently at his best,1
in a single sentence allens character invokes camus and henny youngman if an unfunny joke is told in the forest and nobody hears it its still an unfunny joke,0
the worst of all is the story that gets lost among the spectacularized d action full review in spanish,0
good comingofage movie for older kids,1
like its peppy predecessor rio doesnt look or sound like other animated licenses to print money that alone is reason enough to appreciate it,1
the lunatics have seldom taken over the asylum so literally yet to so little reward as in stonehearst asylum,0
this is not a gritty realistic survival film but a film that functions on a mythical level to explore the meaning of life the existence of god and the hubris of humanity,1
do not have a relationship over the phone unless you know the person at the other end you never do,0
this is a film that doesnt know when to shut up and gaze in wonder,0
there are some firstrate performances in king arthur legend of the sword most of them delivered by computergenerated animals,0
but the films running gag narcissistic insecure and attentionstarved actors eventually becomes woefully onenote,0
okay there are a few chuckles but i can count them all on one hand,0
ultimately its a john carpenter movie concerned with group dynamics unhelpful authority figures strong women the sins of the past and that moment when helpless isolation shades into outright terror,1
